Variance,Skewness,Kurtosis,Entropy,authentication
3599.0085743349614,3.7506633694411016,12.06747571086727,9.149421957006766,0
2144.0128243710947,5.1311444352687845,24.32864321558981,8.605570302033648,0
1875.0313720458985,5.53890059058182,28.6794197523476,8.46695197497949,0
2123.9367696474606,5.159003603549046,24.615318181432087,8.59581951187143,0
1849.409187750001,5.582103298558044,29.159877235772605,8.452761331256848,0
2130.3778134023446,5.15002475467383,24.522754973753234,8.598957493218878,0
1931.9303019375,5.44592017315877,27.658046532417607,8.497806477616047,0
3412.568183124023,3.8800211774006326,13.054564337077387,9.09279480812114,0
3056.4804549375003,4.156256660669384,15.274469429358625,8.976135873302546,0
3535.0959082412114,3.793959162267652,12.394126124954665,9.130322663990151,0
3053.916841772461,4.158404537961227,15.292328301336518,8.975250749643573,0
3474.9865569374992,3.8356619512809758,12.712302604504591,9.112065802707844,0
3006.6285509999993,4.198477617224648,15.627214302336355,8.958797346140273,0
1756.2896259521485,5.746657782092443,31.02407566448364,8.399535147948004,0
1531.2693535927735,6.201997211123929,36.464769406789,8.258681496264238,0
2134.923548589845,5.143711220869356,24.457765123697346,8.601166625192416,0
1753.602724371094,5.7515914856673955,31.0808046180017,8.39795910349254,0
2083.362381246094,5.21647053257375,25.21156481721028,8.575839386848969,0
1764.3488371523429,5.7319243454298645,30.85495670173156,8.404248432400102,0
2086.397992089845,5.2121160251809675,25.16615345994822,8.577347114235984,0
1832.1874562021499,5.611627584188655,29.49036414362702,8.443115988019922,0
2953.0064874023437,4.2449889642278045,16.01993130641585,8.939843124278502,0
2660.6098373818363,4.521049168114988,18.439885580513227,8.830396801098097,0
3104.776269984375,4.116252915822909,14.943538067020608,8.99268175089254,0
2783.722177889649,4.399887735719785,17.359012086937398,8.877800393882575,0
3003.6931599375,4.200993897562575,15.648349727357989,8.957768009971161,0
2615.601353589843,4.567323045632539,18.860439803166088,8.812545770172239,0
2090.192048437501,5.206686235667032,25.109581556684574,8.579228582335691,0
1816.1045587880865,5.639561734527375,29.804656557545414,8.434028950155469,0
2156.505800756837,5.11399497730646,24.15294462791572,8.611593866837723,0
1815.721523437498,5.640231353876653,29.81220972525326,8.433811582477187,0
2162.5610100380854,5.105733624739853,24.06851584679909,8.614501373883236,0
1873.50232949121,5.541454958558612,28.707723057733766,8.466110401186919,0
3723.496478077149,3.66925395711561,11.46342460180856,9.185740255107952,0
3171.5854112021484,4.062310236158996,14.502364454802155,9.015176707168932,0
1875.7958628427725,5.537624577955926,28.66528596638149,8.467372496432281,0
1578.4201799912112,6.098873244540925,35.196254852977155,8.289790583181642,0
3693.1467324374994,3.6887581242378777,11.606936499130947,9.176990392294625,0
3217.8502237148437,4.025865201523459,14.207590620837522,9.030495745057118,0
3676.349349975586,3.699646371400676,11.68738327341819,9.172119159155987,0
3271.2985257802734,3.9846490085070925,13.877427720996565,9.04793908261736,0
1879.6180120224606,5.531256195852534,28.594795104157036,8.469472455204826,0
1667.875438256836,5.914957681430225,32.986724373110405,8.346404870435954,0
1979.577307186523,5.371026112879292,26.847921505231287,8.522976436171964,0
1711.7317120693367,5.829909571147904,31.98784560776192,8.373091847441978,0
1936.889288780273,5.438002608601889,27.571872371160946,8.500453867411942,0
1655.9381919374998,5.938667356120798,33.2677699666548,8.339023005744759,0
1865.0911425380866,5.555560091210769,28.864247927053864,8.461469042643873,0
1388.1972261093756,6.545328628088424,40.84132684967393,8.158229916959494,0
1808.059749609376,5.653668397904289,29.9639663534617,8.429454277108231,0
1420.050809496094,6.46456611628161,39.79061507177631,8.181440695719374,0
1773.5566209960948,5.715209236465554,30.66361661658118,8.4096079807363,0
1286.5822090224613,6.822087825842947,44.54088230351456,8.080546965824498,0
3161.009514058594,4.070744393048321,14.570959913534338,9.011645501064285,0
2439.6947964755855,4.759508798457987,20.652924002598997,8.73985662749357,0
3348.911390405273,3.926417883204916,13.416757393551372,9.07280095795412,0
2693.667777750001,4.487755337443892,18.139947968756143,8.843326450242271,0
1925.444177569335,5.456320033319737,27.771428306006293,8.494333897270154,0
1558.3323521865236,6.14225520467194,35.72729899931956,8.276649125421862,0
3417.2638644374997,3.8766456317375835,13.028381354070085,9.09425589295538,0
2761.5144131630873,4.421183374997527,17.546862435354527,8.869398159883518,0
1685.5797746865233,5.880240709364107,32.57723080006289,8.35725915349991,0
1179.5335632333984,7.150365262511271,49.12772338732787,7.991930519852478,0
1605.8256088710937,6.040959284258548,34.49318907406952,8.307459327011946,0
1199.4875639999998,7.085947330716444,48.210649573687455,8.00903068506973,0
1637.059684350586,5.976671677291124,33.720604338133896,8.32724260745779,0
1228.8076794052731,6.994079622235894,46.91714976217534,8.033658427886149,0
3838.490775,3.597256139356877,10.94025173214074,9.218308541625358,0
3092.7106145302737,4.126165959135081,15.025245522325118,8.988570876215118,0
3822.857098734376,3.606872515671041,11.009529344303154,9.213933907486313,0
3016.1663265585935,4.190325087053824,15.558824335192643,8.9621353900666,0
3888.1688589843757,3.5670450948106573,10.72381070841278,9.232101863757695,0
3109.8933615585947,4.112064819238337,14.909077077617617,8.994420665751294,0
3856.5993205458985,3.5861831091207326,10.860709292142834,9.223355309053677,0
3410.0393837343745,3.881841666330694,13.068694722461057,9.092007185014316,0
3855.5344777500004,3.5868323038458136,10.865365975911867,9.223059144383958,0
3430.2628089843756,3.867334159943826,12.956273504668424,9.098290868167561,0
3939.162439359375,3.5365684233133674,10.507316212777196,9.246093541682002,0
3577.482962499024,3.765127778878266,12.176187191280784,9.143024664691316,0
3417.6250351318354,3.876386262558284,13.026370456550584,9.09436819572376,0
2843.960944183594,4.343298060057146,16.864238038496165,8.900276348631271,0
2336.844245967773,4.881187153043411,21.825988023036075,8.695004592732305,0
2086.7774205849614,5.211572379929927,25.16048667124847,8.577535420422398,0
2447.1872004990223,4.750928579581556,20.57132236828484,8.743053050224676,0
2132.271958631837,5.147391662066324,24.495640922709978,8.599878558034845,0
2377.429416834962,4.832284110404053,21.35096972366349,8.71292443512011,0
2132.271958631837,5.147391662066323,24.495640922709978,8.599878558034845,0
4046.4696204843754,3.474127713856561,10.069563372186218,9.275003885301905,0
3652.026890967774,3.7155324049018486,11.805181051875715,9.16502914926618,0
4014.044619749999,3.492759868182276,10.199371496784675,9.266342562091467,0
3683.855950277345,3.694772206612962,11.651341658759618,9.174298600628918,0
4038.0150699843757,3.478966634961507,10.1032088471754,9.272751632097581,0
3610.481422772462,3.7430019484290353,12.010063585943552,9.152817185732514,0
2255.4961421396492,4.982928569794108,22.82957713167037,8.658171784675808,0
1976.9111729648423,5.375148500777997,26.892221405415913,8.521583539717529,0
2407.829409527344,4.796420614246653,21.005650708770258,8.726156679156613,0
2084.880227308593,5.214292090086879,25.188842000742603,8.576593534697684,0
2302.6014840585926,4.923392901178907,22.23979765937881,8.679652119113943,0
1967.7682515585948,5.3893459591380735,27.045049867277882,8.5167931113949,0
2693.6677777500013,4.487755337443893,18.139947968756143,8.843326450242271,0
2561.194580484375,4.624774966713617,19.38854349274095,8.79057347915716,0
3417.625035131836,3.8763862625582837,13.026370456550577,9.094368195723762,0
2801.8449527343746,4.38268437311895,17.207922314381044,8.884610231886874,0
2779.6521234374995,4.403772824565119,17.393215090378238,8.876265259954689,0
2623.4180774208976,4.559206702576338,18.786365756816988,8.815666824946215,0
3687.7870849130863,3.692225013542157,11.632525550626388,9.175438319966918,0
3496.9590911865234,3.8203045828288,12.594727105582724,9.118773178450692,0
4058.793928116209,3.4670980682046006,10.020769014548073,9.278279354984376,0
3848.079297999022,3.5913842102355824,10.89804054552946,9.220983532074662,0
3768.061780933594,3.6410002276239957,11.256882657557986,9.198470199405696,0
3556.2982772460946,3.7794790381851544,12.284461800080974,9.136693831807886,0
4062.6659966835923,3.4648953591518707,10.005499849872177,9.279306576440906,0
3734.9127547646485,3.6619728607034303,11.410045232528457,9.189014585261432,0
2893.012824717774,4.298437876702121,16.47656817986746,8.918248591035702,0
2679.5580741210924,4.501895299145977,18.267061284472625,8.837826364007704,0
4102.758511734374,3.442251110148042,9.849092705315417,9.289890650734192,0
3816.1031526474603,3.6110433022581234,11.039633730783263,9.212038928611767,0
4116.8104142343755,3.4343842275083256,9.794995022157957,9.293577970546238,0
3878.9504577773446,3.5726118134822773,10.763555169833129,9.229554590899989,0
2982.034610077147,4.219666091916839,15.80558192727273,8.950143756459262,0
2590.2746850585927,4.593856248032414,19.103515227586445,8.8023721336499,0
2961.460984561523,4.237578073216154,15.957067926602349,8.942853006809921,0
2653.1755494521476,4.528616451999422,18.50836696931984,8.827468112520654,0
3638.0666457773445,3.724715337419402,11.873504344807332,9.160940021681055,0
3023.500740152344,4.184080173695914,15.506526899915222,8.964695555315458,0
5799.187138702148,2.685661622508361,5.21277835061424,9.670104253491726,0
5063.727484608399,2.9734375488801987,6.84133085709068,9.519221155568957,0
6048.665000147461,2.598135111769371,4.750306059008847,9.717579572206756,0
5324.880983589843,2.8655785697944602,6.211540539665265,9.574844587029247,0
3175.5958407773437,4.059122099060302,14.476472215079717,9.016512874996026,0
2822.9112010458985,4.362881037320178,17.034730945807997,8.892473968347089,0
3104.0451756210955,4.1168520606303245,14.948470889116159,8.992433087457218,0
2805.5419795898447,4.379193975716106,17.17733987694823,8.88599431515281,0
4805.972651874023,3.087076211941075,7.5300395383324545,9.46179923427044,0
4221.241244964844,3.3770159704369758,9.40423686458639,9.320628725870304,0
4718.489317374024,3.127442047749081,7.780893762028969,9.441690159837492,0
4076.3892867099607,3.4571110543189483,9.95161684189427,9.282940064390527,0
4261.07199375,3.3556287626634074,9.260244392813956,9.330786525052051,0
3781.237885584961,3.6327330358879926,11.196749310031992,9.202207388745993,0
4236.971795780273,3.368537628118984,9.347045752053468,9.324650718153594,0
3821.079922303711,3.6079690189213256,11.017440441496115,9.213435576883485,0
4316.515151053711,3.3262945330360325,9.064235320505395,9.344783848525674,0
3917.9279160000006,3.5491947178344105,10.596783145103679,9.240287448344134,0
3046.5908611083983,4.164556263310721,15.343528870280558,8.972717499397138,0
2876.057677889648,4.3138235590147795,16.609073698310915,8.91206909797013,0
3199.6455097499997,4.040119280058491,14.32256379710034,9.02449260540567,0
2602.196043433594,4.581321783917121,18.988509287793562,8.807172622916703,0
2860.198580777344,4.328329406006531,16.73443544690086,8.906257878156621,0
2673.614951683596,4.5078824324234885,18.321004024552302,8.835501457409778,0
4412.104250589845,3.276868279738648,8.737865722757332,9.368539986649726,0
4128.046083984376,3.4281196567544443,9.752004381026214,9.296518068217233,0
4643.04233389746,3.163040625833724,8.004826000674594,9.4240798432151,0
4401.34796495215,3.2823593691217896,8.773883028061595,9.365890072717148,0
4401.34796495215,3.2823593691217896,8.773883028061595,9.365890072717148,0
2693.6677777500017,4.487755337443893,18.139947968756136,8.84332645024227,0
2476.3881601318376,4.717838474908368,20.25799987532574,8.755422380148488,0
2476.3881601318376,4.717838474908368,20.25799987532574,8.755422380148488,0
2789.2712615273435,4.3946035963376735,17.31254076894398,8.879889967673465,0
2652.8037817148447,4.528995651037381,18.511801607115505,8.827321452697849,0
2652.8037817148447,4.528995651037381,18.511801607115505,8.827321452697849,0
2324.8076307802735,4.895922401604102,21.9700561625289,8.689632748355741,0
1905.9769956093746,5.487837588594948,28.116361398795576,8.483843211734683,0
1905.9769956093746,5.487837588594948,28.116361398795576,8.483843211734683,0
2338.724497183594,4.878895051087328,21.80361691952443,8.695841342843885,0
1917.0481902099625,5.469856955847459,27.919335117432876,8.489821994620105,0
1917.0481902099625,5.469856955847459,27.919335117432876,8.489821994620105,0
2928.3628531552727,4.266759896359563,16.20524001318226,8.93102321585603,0
2492.472909234373,4.699845566456963,20.088548348545167,8.762176509334902,0
2492.472909234373,4.699845566456963,20.088548348545167,8.762176509334902,0
4204.4506520273435,3.386111947565238,9.465754121444046,9.316320695513417,0
3763.7869561523453,3.643690798861584,11.27648263770857,9.197255132427527,0
3952.6015117148445,3.5286244329383143,10.45119038872926,9.249753374333016,0
3491.917885819333,3.823816405872406,12.62157190581896,9.117237753713859,0
1535.1370202724609,6.193366006617336,36.35778249192321,8.261268150577648,0
1256.9281064208985,6.908926770837992,45.73326912480191,8.056743774975311,0
4302.927773437499,3.333437225364982,9.111803735448996,9.341368634382587,0
3724.566975,3.6685699324471646,11.458405349255397,9.186047679407139,0
4408.981960913086,3.2784603967949133,8.748302573352674,9.367771379925012,0
4047.5262335537113,3.473523914913015,10.065368387472647,9.275285060616564,0
4501.780499874024,3.231761884538241,8.444284878354162,9.390409393716844,0
4113.649444842775,3.4361507612976183,9.807132054366209,9.292749508216902,0
2536.190839819335,4.6517570324401865,19.63884348885672,8.780326390946604,0
2401.8271143398433,4.803450768240806,21.073139282913186,8.72355674269043,0
2503.6892645273433,4.687395166888455,19.971673450569227,8.766861821669801,0
2293.9400600771482,4.934209669012141,22.346425057772915,8.67573421954479,0
2538.4309104287117,4.649324484875328,19.616218165661248,8.781248333236862,0
2305.6135233398427,4.919644841038448,22.202905361956198,8.681011276645632,0
2665.069434764649,4.516524002636616,18.398989066392677,8.832149906002897,0
2335.716034277343,4.882563742556139,21.83942870012381,8.69450220638665,0
3005.8947337148434,4.199106341745968,15.632494069291205,8.958540111412168,0
2679.929476092774,4.501521764699129,18.263698198059956,8.837971491357209,0
3017.266618139647,4.189386898599959,15.550962586160985,8.962519832949532,0
2701.0909911093745,4.480357786225651,18.073605892592813,8.846209127360995,0
1653.6271932773434,5.943285957541152,33.32264797310583,8.337587942116512,0
1464.6659733193358,6.35576808663756,38.395787971120455,8.213110697596676,0
1520.0502474374994,6.227213752718749,36.77819112204953,8.251142139090751,0
1226.4631217490235,7.0013076189697925,47.01830837544448,8.031710375322042,0
1629.3506657958985,5.992373167832907,33.908536182563786,8.32239411311117,0
1456.5238704843748,6.375261917948618,38.643964522445884,8.207401833376357,0
1622.4108117099606,6.006600098669322,34.07924474533431,8.318010277546872,0
1472.418274139649,6.337353042589813,38.16204358642237,8.218517577489592,0
1490.240854467774,6.295544956370103,37.63388629767709,8.230843564198235,0
1296.3304344375003,6.794175583910231,44.16082186500193,8.08825472712243,0
4714.722807749999,3.1292016676982146,7.791903077125289,9.440816970657185,0
4355.492355272463,3.3059682112293816,8.929425813659195,9.354527292288678,0
4898.898601734375,3.045224407487374,7.273391691956833,9.482807278621483,0
4468.581173311524,3.2483224442317553,8.551598701699767,9.382359035774241,0
3549.1130147460935,3.78437301565752,12.321479121636802,9.134538658559899,0
3377.1423396005853,3.9056938660219314,13.254444575081337,9.081711229379001,0
4064.073869214844,3.4640951546002894,9.99995524012521,9.279679850054796,0
3781.237885584961,3.6327330358879926,11.196749310031993,9.202207388745991,0
2907.747692920899,4.285168523847556,16.36266927777385,8.923591197573003,0
2713.334850624024,4.468218248230604,17.964974313820978,8.850947451970402,0
2852.080991859376,4.335797754182807,16.799142165176665,8.903271585724214,0
2658.751455902344,4.522938013277245,18.45696827194832,8.829665432675236,0
2703.3175588710938,4.478144464277416,18.053777842938455,8.847072312567807,0
2571.264268163086,4.614012989375264,19.28911586612369,8.794673401383422,0
1695.5818185849607,5.8608589909935445,32.34966811230985,8.363342466597977,0
1494.5011832460941,6.285658319825019,37.50950051358546,8.233768709217095,0
2210.200336749023,5.041865722091278,23.420409959598995,8.637107288081575,0
1896.8113967343759,5.502837028836049,28.28121536592913,8.47886807709457,0
2736.3235046396485,4.445631288795717,17.763637555919495,8.85978949474541,0
2445.688882256835,4.752641468682823,20.587600929843617,8.742414582525413,0
3673.4891034287125,3.70150712509293,11.701154997113733,9.171287644712482,0
3165.7509617958985,4.066958337712343,14.540150120687937,9.013229997708788,0
3574.6114991396485,3.7670662338604575,12.190788010291605,9.14216859187285,0
3157.7264703896485,4.073370502469202,14.592347250386194,9.010547069270187,0
4262.119279795899,3.3550699921726252,9.256494652377224,9.331052447138449,0
3648.448077530273,3.7178819778854004,11.822646401485057,9.163982247998034,0
4543.558790589843,3.211147587399778,8.31146882806341,9.400464740833156,0
3942.3460404990233,3.534683281250827,10.493985898754119,9.246961555431826,0
2196.5973302724606,5.059901538885238,23.60260358321316,8.630700432209832,0
1904.8314557724618,5.48970659657153,28.13687851644099,8.483222671845084,0
2378.555936859375,4.830943581870188,21.338015891212734,8.713417653379185,0
1995.9495277499996,5.345884315321163,26.5784791127968,8.53149049611706,0
2653.9190696865226,4.527858292970984,18.50150072122608,8.82776136765472,0
2180.340666246093,5.081665198847301,23.82332119317575,8.62299361030245,0
2710.7381305898443,4.470786427684525,17.987931281968155,8.849944227235596,0
2304.8605439999997,4.9205811672550155,22.21211902354471,8.680671660408713,0
3916.157546874025,3.550251542924731,10.604286018039435,9.239802082125802,0
3344.927616,3.9293615959854806,13.439882552005574,9.071537969095724,0
1771.2549493593742,5.7193757920871935,30.711259451112994,8.40827078419205,0
1507.278481444336,6.256250285441434,37.14066763408602,8.242493153187626,0
4049.287153734375,3.4725181085539036,10.058382014234775,9.275753510524416,0
3647.3743344375007,3.7185875240494397,11.827893174016143,9.16366796377775,0
4555.974338964844,3.2050691798136377,8.272468447391262,9.403437001938096,0
4196.7510519375,3.390299172734553,9.494128480644598,9.314339961994666,0
4328.354252803711,3.3200950246252106,9.023030972541074,9.347751727799146,0
4013.6919378662096,3.4929636314463326,10.200794930606742,9.266248003914477,0
4687.997197464845,3.1417397679887564,7.870528769762046,9.43460329655831,0
4226.485904920899,3.374184597425809,9.38512169750557,9.321971188147366,0
4849.589471124024,3.0673036117222123,7.408351446484124,9.47170413611009,0
4299.442585839844,3.335274137529001,9.124053572469828,9.340491056441229,0
2837.3154399843747,4.349458610604695,16.917790205363318,8.897819009510757,0
2635.6969742343745,4.546525458717089,18.670893746762616,8.820551743253025,0
2821.0639449374994,4.364609292823663,17.049814279002685,8.891786635857313,0
2642.3922225585943,4.539645697316775,18.608383057166694,8.82320622055274,0
2779.6521234375,4.403772824565118,17.393215090378234,8.876265259954689,0
2623.0459032773438,4.559592372271315,18.789882601274737,8.815518423966498,0
2790.750824121096,4.393197154786456,17.300181240823825,8.880446450715093,0
2613.3675924375007,4.5696486870791455,18.881689123324154,8.811652248147043,0
3399.198852621095,3.889666761577332,13.129507516119496,9.088624613292087,0
2842.484307714844,4.344665204090079,16.876115735631096,8.899730794880696,0
2595.863469506836,4.587969967121944,19.049468419212932,8.80462523261281,0
2170.5064986093757,5.0949431009953985,23.958445202380616,8.61830469278465,0
3545.1602542177743,3.787071043620557,12.341907089429302,9.133351330448049,0
3000.023463902343,4.204144440267424,15.674830474631491,8.95647984799991,0
4615.202197652342,3.1763669283535654,8.08930686353826,9.41751712976831,0
3819.302618871092,3.6090662874380395,11.025359467121799,9.212936997823448,0
4404.818267920899,3.2805858524581306,8.762243535348441,9.366745651140318,0
3688.8591058593756,3.6915310312553062,11.627401354720876,9.175748927206566,0
1860.5021860458992,5.563294088618466,28.950241116457235,8.458928283284262,0
1439.844955444336,6.415692674163788,39.1611124893189,8.195609567288775,0
1776.2416734287121,5.710358493868346,30.608194128494354,8.41116578677071,0
1457.6871651943359,6.372467088214564,38.60833679037779,8.208219383496832,0
1840.6082546630853,5.597141719219249,29.327995425024618,8.447843113281444,0
1497.5992180898438,6.278494550730013,37.419493823546475,8.235890725928495,0
1915.139668359375,5.472945938281813,27.953137243355396,8.48879371689454,0
1577.261640234375,6.101353503541927,35.22651457518333,8.289037098278483,0
4743.811677999023,3.1156591051310127,7.7073316593857815,9.447544606938727,0
4016.513250694336,3.4913342768549698,10.189415032742412,9.267004219093725,0
4720.8858670898435,3.1263233861275457,7.773897914648002,9.442245428958968,0
3964.2663337646486,3.5217584943180182,10.402782892301113,9.2529208195113,0
5777.010585975588,2.693663213365068,5.255821507036231,9.665801266405586,0
5122.663312464843,2.948489847746238,6.693592382262633,9.531988993991238,0
2997.454374413085,4.206353261986484,15.693407764624332,8.955577146281511,0
2481.2519818710944,4.712380310014495,20.20652818621231,8.757469141470748,0
5792.014942163087,2.688245343431221,5.226663026479649,9.668714135739748,0
5118.290571717774,2.9503282829746382,6.704436977320077,9.531046110875145,0
2912.166568397462,4.281207366762176,16.328736517218747,8.925188429378029,0
2504.0630642958977,4.686981594729061,19.967796469328956,8.767017621311778,0
2044.2498513662115,5.273398725820796,25.80873412148839,8.556221578383715,0
1606.5972219374999,6.0393493931142155,34.47374109210904,8.307952545271018,0
1989.8586359999993,5.355203148752483,26.678200764408505,8.528330935826693,0
1669.4153724990233,5.911916904763848,32.95076148883255,8.34735341212434,0
2121.6631095615226,5.162182367554271,24.64812679588823,8.594709633844065,0
1846.7309273818355,5.586668827416012,29.21086858722179,8.45126704130007,0
2215.1109155273434,5.035393647872456,23.355189189034242,8.639410824140487,0
1899.1030707773436,5.49907699049404,28.239847747381013,8.480114183174816,0
2182.6096018593757,5.078613817537528,23.792318307683097,8.624072553043334,0
1913.9944942880861,5.474801545099437,27.97345195822322,8.488176242345745,0
2228.3274372802725,5.018075273990452,23.181079455434343,8.645586406184636,0
1955.5731379335932,5.408430594367057,27.251121494085552,8.510369966068112,0
2479.755512777344,4.714058034898494,20.222343156391055,8.756839814829462,0
2078.428820194336,5.223566944813086,25.2856516269439,8.57338447106598,0
2321.797664170898,4.899624108050877,22.006316400193363,8.688285266258644,0
1995.1882374023435,5.3470468354546234,26.590909860545295,8.53109609658523,0
2555.5987093271488,4.630781312169922,19.44413556114219,8.788288460263617,0
2024.863503609375,5.302195368574443,26.113275726532255,8.546363568716018,0
2671.7574592177734,4.509757507405435,18.337912775599687,8.834773814213882,0
2272.086275194336,4.96176094667143,22.61907169191377,8.665785595466064,0
3018.00012045996,4.188761724680783,15.545724786150718,8.96277604612029,0
2507.8007825771483,4.682850959926176,19.929093112881514,8.768574284141689,0
2668.042093280273,4.513513530428148,18.37180438935798,8.83331693749932,0
2284.899187280274,4.9455622521744385,22.458585990132683,8.671629544720659,0
2653.1755494521485,4.5286164519994205,18.508366969319827,8.827468112520652,0
2342.1086293271487,4.874776224947555,21.763443243313887,8.697345730925353,0
2710.738130589844,4.470786427684525,17.98793128196817,8.849944227235596,0
2403.327810058593,4.8016907608936705,21.056234163251627,8.724207360800566,0
2681.41503317871,4.5000284030485815,18.250255628243963,8.838551790227402,0
2412.330277464844,4.791165225056851,20.95526421379407,8.728102205062104,0
4249.199556527344,3.3619759278321206,9.30288213932264,9.327767788852146,0
3691.360310264648,3.689912915027294,11.61545732048523,9.176473302464608,0
4250.596618652344,3.3612278224367746,9.297852474323063,9.328123407632567,0
3799.388143652344,3.621408263271536,11.114597809291368,9.207335862955883,0
4372.1773638662125,3.2973402102462623,8.872452462106873,9.358674166481876,0
3864.4067706943365,3.58143054880105,10.826644775885391,9.225524507301223,0
4392.3227997568365,3.2869803465332215,8.804239798495649,9.363662136919832,0
3837.425154952149,3.597909934216278,10.94495589473219,9.218010878280403,0
4298.745487359375,3.3356417880137914,9.12650613794384,9.340315448397927,0
3757.0169874990233,3.6479602588687374,11.307614050285665,9.195328251855681,0
2569.0268798349607,4.616399070894236,19.31114038175316,8.793763759113302,0
2276.2322717343745,4.95650522761082,22.56694407133338,8.667680024690174,0
2547.7625694375006,4.639223421501988,19.522393954612628,8.785080636539837,0
2249.8381670273434,4.990198273029454,22.902078804146164,8.655562860681009,0
2595.490919437501,4.588361794287122,19.053063955273764,8.804475183846677,0
2290.5500756835927,4.938459010570127,22.38837739908129,8.674196940225903,0
2708.8831781630856,4.472623102105025,18.004357413483575,8.84922702143852,0
2422.079648437499,4.779828836530794,20.846763706531338,8.732304571033183,0
4255.834877709962,3.358425708497775,9.279023239498787,9.329455852866344,0
3693.8612657460944,3.688296442495298,11.603530647723474,9.177197153382929,0
4503.508348746095,3.2309043747266415,8.438743078627759,9.390826912824405,0
3993.2276965927726,3.504828061685812,10.283819741980318,9.26074827452003,0
4459.235427246093,3.2530134037243217,8.582096204810094,9.380083146563278,0
3884.9782625771477,3.5689697936058447,10.73754538767094,9.23122084955554,0
3408.9555363662107,3.882622495928142,13.074757445887279,9.091669442258505,0
3083.200444116211,4.13401719344087,15.090098155664734,8.985320060649112,0
3352.1703849843757,3.9240132948101203,13.39788033784657,9.073833127321517,0
3092.344902246094,4.126467259844375,15.027732046567557,8.988446040062403,0
2135.681099999999,5.142660925362765,24.44696139325299,8.601534339849989,0
1866.6206321396473,5.55298843179169,28.835680523612325,8.462314529906248,0
3389.8000273593752,3.896478857648884,13.182547488104753,9.08568376737663,0
3081.005301717774,4.1358341776338,15.105124344883848,8.984568369308281,0
3348.187113506836,3.9269527129153206,13.420957609472996,9.072571442231288,0
3026.8005633193357,4.181277370301062,15.48308044739176,8.965845494750933,0
3399.560277319337,3.889405322155381,13.127473760010613,9.088737550216933,0
3076.980399,4.139170364225654,15.132731304083947,8.98318879926443,0
3654.173935186524,3.7141243181276504,11.794719450507184,9.165656764349546,0
3232.404850746094,4.0145487189398,14.1166014167412,9.035272443893536,0
2633.0928220458986,4.5492080057751,18.695293479808246,8.819517540604886,0
2357.144238155272,4.856577753311745,21.586347473962537,8.704004653483045,0
2785.5719994375004,4.398124601597333,17.343500011175692,8.878497403738633,0
2519.758067264649,4.6696947373127,19.80604893968594,8.773539383558166,0
3597.2154718593747,3.7518637765578737,12.07648179784711,9.14889040965996,0
3240.0427761474616,4.008638107987344,14.069179480808362,9.037771106624906,0
3526.466156006836,3.799886722665482,12.439139105089414,9.127719343287845,0
3183.2504085146493,4.053052392161667,14.427233693607402,9.019058793810718,0
3853.404654996094,3.5881315005197,10.874687665021758,9.222466551774023,0
3457.683404437502,3.8478492515995417,12.805943863035171,9.106756055719611,0
2833.622781996095,4.352890500037979,16.9476557053209,8.896451207355227,0
2506.305756225586,4.684502105002745,19.944559971775153,8.76795190976342,0
2162.182597558593,5.10624894238117,24.073778261568815,8.61431990214696,0
1769.7204,5.722158010632689,30.74309229864786,8.40737832540903,0
2891.9073819374994,4.299437164906029,16.485159934975176,8.91784674252718,0
2605.175570214844,4.578201617425343,18.959930049796043,8.808369153122277,0
5079.23426052246,2.966837810405841,6.8021265932537265,9.52259309836217,0
4565.281679639649,3.200526652049294,8.243370850477866,9.405660414555793,0
4927.754296397462,3.032435660561819,7.195666035446994,9.489259158757807,0
4450.924988402344,3.2571955451410566,8.609322819286751,9.378055776380773,0
5248.430489100587,2.896449232679988,6.389418157492491,9.558811758564227,0
4736.286314428711,3.119152270455545,7.729110886287982,9.445807672979225,0
4890.404647608397,3.0490073353619462,7.296445731090948,9.480901717619544,0
4442.611623433592,3.2613894179368588,8.636660935430516,9.376024287617112,0
2926.1548479990224,4.268722940914966,16.22199554629371,8.930229565020722,0
2535.444108975585,4.6525685979439375,19.646394558574023,8.780018887869153,0
2812.564931053712,4.372581188520424,17.119466250202713,8.888618807300876,0
2662.839727514649,4.518785164400908,18.419419362009755,8.83127373772255,0
2853.926114334961,4.334097604634137,16.78440204649536,8.903951072058705,0
2662.839727514649,4.518785164400909,18.419419362009755,8.83127373772255,0
2838.4231383193364,4.348430349887088,16.908846507819145,8.898228985601227,0
2626.7674161093746,4.555739364439539,18.754761156703974,8.817001443665857,0
2769.289211109374,4.413700767143452,17.480754461882686,8.872346978983032,0
2668.4136527343744,4.513137575147505,18.36841077220829,8.83346272071993,0
4644.072809964845,3.162549361122374,8.001718461535543,9.424322081498007,0
4097.135474859376,3.4454091913542895,9.870844495868614,9.288411907396338,0
4253.390499058593,3.3597327174908087,9.287803932978182,9.32883426602397,0
3948.7120083193363,3.5309198381157536,10.467394903199374,9.248695325852644,0
4129.801187475585,3.427143127401862,9.745310015697807,9.29697667863573,0
3815.747630999999,3.611263124053789,11.041221351150734,9.211939093339879,0
4075.3339233398438,3.457708450824415,9.955747730902578,9.28266103355581,0
3840.9770439755866,3.5957316761951597,10.929286287193259,9.219002745054835,0
4158.2161701210935,3.4114095546980483,9.637715149885148,9.304377013902565,0
